3.030746174670049253e-01,3.015269191886496558e-01,1.283886279865209312e+00,7.054380386204145426e-02,3.639862892285335855e-02
3.062028727915444004e-01,3.059174147269864141e-01,1.249338910438861028e+00,6.962593362743443870e-02,3.663927528622729773e-02
2.916578176155367741e-01,2.921606449955468365e-01,1.315635015099589467e+00,6.740050475608647118e-02,3.576686878919131674e-02
2.923423729145057104e-01,2.909249953237816322e-01,1.322003771583403431e+00,6.943153500084320306e-02,3.487131768228055734e-02
2.988029235712231224e-01,2.962989396201634595e-01,1.290513075408171950e+00,7.103819079556729366e-02,3.491220298024758084e-02
3.046508626072619852e-01,3.017698587708649849e-01,1.275351773695006852e+00,7.234923752920026374e-02,3.542805437373162253e-02
3.017531832572495354e-01,3.000893201357837103e-01,1.285777460814779394e+00,7.066403497122812627e-02,3.431208007530107268e-02
2.993924654905833482e-01,2.973698782943759999e-01,1.285379469951715370e+00,6.986163700371135488e-02,3.431014778873151677e-02
3.040852410299171305e-01,3.019477326873746814e-01,1.286894337692445767e+00,6.954288744140513234e-02,3.433920649292854926e-02
2.930486789158008309e-01,2.923818618087204446e-01,1.296820104037855526e+00,6.764204385397726282e-02,3.490309535716189238e-02
2.991793842778676660e-01,2.982432550490321521e-01,1.276947930612640114e+00,6.901531513295086628e-02,3.524517480736565761e-02
2.967465320991508060e-01,2.958928290676652861e-01,1.293226779295550743e+00,6.934223315530242682e-02,3.438431009197469995e-02
3.052102421822798228e-01,3.051812000795804392e-01,1.276993281752889065e+00,7.169404148138379396e-02,3.875782782246309927e-02
3.088805277328294241e-01,3.068736841419542616e-01,1.230990641221178850e+00,7.188345495284313713e-02,3.488225618371405129e-02
2.901712373335531003e-01,2.882051385284949974e-01,1.327559935349127196e+00,6.919391499844387838e-02,3.429160883617488054e-02
2.983827691955793227e-01,2.971960134744804916e-01,1.290298463953344577e+00,7.076627301835802797e-02,3.600780421238756329e-02
3.105197859329381638e-01,3.105769151288481078e-01,1.238870106559140760e+00,6.886194582029160627e-02,3.628629140213657928e-02
2.902557397711100218e-01,2.889455958885982501e-01,1.330394521170994881e+00,7.008689815676007184e-02,3.530316160645818879e-02
3.054992183159434549e-01,3.049531830577670855e-01,1.263861795768281837e+00,7.310495201511307828e-02,3.674548260796758892e-02
2.972926627745543504e-01,2.977017794726347644e-01,1.301110843780899140e+00,6.880354075204521414e-02,3.605108595216569012e-02
2.919372845656015847e-01,2.894539764731849929e-01,1.318912094600535045e+00,7.101997400101221769e-02,3.507658712013787122e-02
2.994713967030117607e-01,2.976696219143161182e-01,1.300635778589654068e+00,7.153444881329767968e-02,3.541614271979717093e-02
2.961830287164263220e-01,2.947912904213371710e-01,1.289664857022387201e+00,7.193271662820636958e-02,3.390147510734161512e-02
3.013312071978440643e-01,3.003727694853886576e-01,1.276728545270324533e+00,6.762579477763996927e-02,3.478116843284027870e-02
3.031531622868212095e-01,3.024096843300052018e-01,1.281080010217878318e+00,7.031142438304933961e-02,3.559951444411702665e-02
3.069791353021867897e-01,3.055838758626333029e-01,1.255174266661181148e+00,7.234143260713672696e-02,3.553008988899343523e-02
2.890002756352618718e-01,2.887659418179988058e-01,1.331043447399993696e+00,6.813264795222132020e-02,3.465576704246144807e-02
2.957886865402251653e-01,2.919739115968976173e-01,1.312658760917886358e+00,7.331645197776652523e-02,3.399559657468158302e-02
2.980547384024985758e-01,2.987445511891810845e-01,1.295383842812835695e+00,7.084294449628171508e-02,3.806232343887759606e-02
2.972294907232672090e-01,2.974794008749524488e-01,1.298916948098060908e+00,7.089465821383673927e-02,3.745535561725291118e-02
3.038067499217697587e-01,3.015448404023157725e-01,1.274118922064574777e+00,7.077013809173608727e-02,3.434951110292629867e-02
3.080133848708582756e-01,3.063835219302134538e-01,1.252981482595758811e+00,7.134514631610419655e-02,3.396917071820847872e-02
2.985494078832358067e-01,2.979173793194690445e-01,1.289177944343675719e+00,7.045331991658353166e-02,3.559777858006553386e-02
2.977983101357510876e-01,2.944655177642460098e-01,1.300273425193538834e+00,7.273273904903296283e-02,3.509606684652946673e-02
3.053457133117368216e-01,3.030580154284868710e-01,1.259239208265402699e+00,7.357230290646414594e-02,3.648352967519886275e-02
2.965768151513260564e-01,2.961029901254449981e-01,1.292418439783855844e+00,6.906754090348163344e-02,3.535837483868064374e-02
3.057322249511350010e-01,3.052457102481024309e-01,1.263534380777771249e+00,7.243980458747116546e-02,3.778768257840027511e-02
2.949291033527036698e-01,2.952529719096353422e-01,1.297012617205403284e+00,6.846144145534417691e-02,3.389263604870396129e-02
3.053948449552634781e-01,3.045519619766010599e-01,1.249963211980489763e+00,6.930815734737143241e-02,3.454429836458480785e-02
2.934553330195053822e-01,2.926432485216589052e-01,1.314068991756225158e+00,6.930369799218830118e-02,3.469895894661629426e-02
2.939031500640248984e-01,2.922530915399018658e-01,1.312319131383860249e+00,6.976661011819593194e-02,3.347809927655999440e-02
2.931410555120774752e-01,2.928597641919952199e-01,1.311448517070182618e+00,6.879895585515272138e-02,3.621310200114623290e-02
2.960866852915029490e-01,2.967435527076598967e-01,1.292219413934537320e+00,6.820935290676991003e-02,3.515375015756445898e-02
2.979133853977729007e-01,2.949792271981958591e-01,1.314161944804075777e+00,7.149882993913865559e-02,3.484355424529271550e-02
3.022698249994514308e-01,3.011152595281385569e-01,1.276718601660512542e+00,7.083101625757250164e-02,3.489825781008978889e-02
2.954048171980142579e-01,2.921973899373299099e-01,1.310483846244890449e+00,7.112088052695644813e-02,3.389683052872238811e-02
2.985854596024698493e-01,2.979497752098146934e-01,1.279035739777898417e+00,7.150496917792753537e-02,3.394768069626552531e-02
2.996422779613014398e-01,2.985655036078655455e-01,1.264186319901663191e+00,7.165658960656881571e-02,3.432702563109546468e-02
2.925423801696512283e-01,2.920787780376460363e-01,1.316197860580857748e+00,6.672676477362712855e-02,3.387306670978409984e-02
2.922567040454459586e-01,2.901715773124008968e-01,1.315895313384768173e+00,7.142549593707869793e-02,3.304602645218460144e-02
2.991018529250362712e-01,2.982875544481115027e-01,1.306681972628228605e+00,7.369201396373956103e-02,3.635745429352055941e-02
3.085549422986731405e-01,3.084707706813975547e-01,1.253543902107055796e+00,6.912398234938976760e-02,3.536154511982626120e-02
2.936540129621669215e-01,2.927216864851496791e-01,1.298694154178840598e+00,6.918149136760533280e-02,3.361776346311780989e-02
