3.701646513429336927e-01,3.685055975713080190e-01,1.265240349538434561e+00,6.808518575878787227e-02,5.261357473291626563e-02
3.754292520941623357e-01,3.727150071648751561e-01,1.248685845658663585e+00,6.973137401722968864e-02,5.152341414095008149e-02
3.707255639025051064e-01,3.680715494445310765e-01,1.255334754714481971e+00,7.158203265108503688e-02,5.389957631863406817e-02
3.631728003989178610e-01,3.598879759072570184e-01,1.276368496473214043e+00,6.854969942749779277e-02,5.082694440385591289e-02
3.738969370144879512e-01,3.729093992636913213e-01,1.250038969467522909e+00,6.691422299502285120e-02,5.197586335097485744e-02
3.725293742242647421e-01,3.702669406480478820e-01,1.255317377701751447e+00,7.114990425464484680e-02,5.431677470364127541e-02
3.736009168101879219e-01,3.721782752857135668e-01,1.242708868157031521e+00,6.897229473695164204e-02,5.275358779648632590e-02
3.682517182088421714e-01,3.660723918909974395e-01,1.256634829124129382e+00,6.815624086188667996e-02,5.152217359313361611e-02
3.648333725113058201e-01,3.628472688040317862e-01,1.259951186224820274e+00,6.773339438636760690e-02,5.171471595130280180e-02
3.802653251881087937e-01,3.768400294110646476e-01,1.228937728052179379e+00,7.065204809305979106e-02,5.342122503875201128e-02
3.760635292784827444e-01,3.738165021817828060e-01,1.250370306250570218e+00,6.910994513274186513e-02,5.303861229211273565e-02
3.720269801919929287e-01,3.690687608470887282e-01,1.247013025556078070e+00,7.094139103580608674e-02,5.282726858977505185e-02
3.726928541910524695e-01,3.701309751992279962e-01,1.265424286239676732e+00,7.276932443227465686e-02,5.441373542546601438e-02
3.720820007879671043e-01,3.704689396326509288e-01,1.275608077028641318e+00,7.035722237605819551e-02,5.437712463553234093e-02
3.758923021011519872e-01,3.720316073404281720e-01,1.252540840010745615e+00,7.270480724957194274e-02,5.304089005925862604e-02
3.737672442488107483e-01,3.704458313661166402e-01,1.240880832018911528e+00,6.972038074145986419e-02,5.229715109556182934e-02
3.684991690642363538e-01,3.669010652474778977e-01,1.214972449564902357e+00,6.769688433390740057e-02,5.209515497602093537e-02
3.718451411321556654e-01,3.690630643323857263e-01,1.263713899079414116e+00,7.128347505774351722e-02,5.270953411294239388e-02
3.649148580823536880e-01,3.616046653600052951e-01,1.264775295087641638e+00,7.017271448199600969e-02,5.204284192018723831e-02
3.720448277517245939e-01,3.693981371696879457e-01,1.257892560837789553e+00,7.000695381031928066e-02,5.420276287137913013e-02
3.744749724642996713e-01,3.718934500376120944e-01,1.251621886187767707e+00,7.125085296373133426e-02,5.429585163768661099e-02
3.670431856684415184e-01,3.634478180004659387e-01,1.249180313227560069e+00,7.240583874548148224e-02,5.379318928375207559e-02
3.668922088641725088e-01,3.631608216976242032e-01,1.285331266778760195e+00,6.892672622004634986e-02,4.949500706747606699e-02
3.708469261350676449e-01,3.692267176832262909e-01,1.248728803191545111e+00,6.911179819709593886e-02,5.377724683487812574e-02
3.692829336909636551e-01,3.654639762627204802e-01,1.214923013861493928e+00,6.886320970275659759e-02,5.048812472970432702e-02
3.696097249827855480e-01,3.661832635865046037e-01,1.270892100720188100e+00,6.858910901538708971e-02,5.124390160589402388e-02
3.720968540124371948e-01,3.686514143022974754e-01,1.261007353544416398e+00,7.158465767161038829e-02,5.288037129209530868e-02
3.739285688140912001e-01,3.709049538136879876e-01,1.262117490747627357e+00,7.186981501979233800e-02,5.261892653568726180e-02
