497585,139552,30864,6508,1370,301,56,17,0
116824,72038,26535,8063,2154,583,152,49,0
23724,23537,12877,5336,1896,619,180,69,0
4684,6694,4755,2552,1091,426,121,66,0
945,1638,1613,1032,498,229,102,67,0
180,413,442,361,219,117,50,35,0
38,104,122,104,87,52,22,8,0
12,33,48,51,42,25,22,11,0
0,0,0,0,0,0,0,0,0
