586226,133870,23715,4065,664,120,20,2,0
120239,54793,15550,3720,783,202,29,8,0
20524,14662,5949,1923,562,138,23,5,0
3309,3302,1791,717,263,68,25,6,0
545,748,482,239,107,29,5,4,0
100,155,94,64,37,10,8,1,0
12,22,23,6,7,7,0,1,0
4,2,4,4,3,1,1,2,0
0,0,0,0,0,0,0,0,0
