553498,133674,24776,4278,779,143,14,4,2
125309,63137,18287,4566,1032,235,38,9,0
23229,17988,7982,2703,729,230,47,12,1
4052,4511,2723,1144,420,132,35,11,2
759,1002,759,405,188,64,11,6,4
140,206,208,146,59,33,13,1,1
27,50,49,36,19,10,2,5,1
0,12,10,8,9,4,3,0,0
1,4,5,1,3,1,2,1,0
