580656,134727,24323,4241,738,110,15,1,0
120940,55592,15907,3908,853,192,23,6,0
20879,14788,6209,2006,550,151,49,8,0
3528,3549,1934,772,267,78,30,14,0
622,753,535,253,99,32,8,2,0
92,140,132,67,28,19,9,1,0
20,34,36,18,12,4,4,0,0
1,6,12,7,9,0,1,0,0
0,0,0,0,0,0,0,0,0
