612934,137246,22448,3413,522,78,8,0,0
114090,48935,12773,2766,527,94,23,6,2
17612,11763,4434,1225,298,59,18,0,0
2657,2444,1205,439,137,41,5,1,0
408,501,317,144,52,11,7,1,0
53,89,73,42,17,7,1,0,0
10,15,20,8,3,1,0,1,0
3,5,4,1,1,0,2,0,0
0,0,0,0,0,0,0,0,0
