550674,134025,24605,4339,740,117,20,3,0
125950,63574,18875,4689,1064,196,39,12,3
22985,18495,8203,2724,757,201,42,13,2
4146,4676,2723,1180,424,127,34,10,2
742,1029,816,413,190,69,21,4,4
119,231,190,123,68,26,6,5,0
27,39,52,44,20,7,7,5,5
6,6,15,6,7,3,0,1,2
0,4,4,5,6,3,0,0,1
