497669,137990,30766,6633,1461,281,55,13,0
116802,72734,26842,8032,2185,592,159,46,0
23552,23807,12981,5298,1889,560,160,78,0
4724,6592,4987,2504,1096,440,147,69,0
946,1701,1659,999,567,191,99,48,0
189,440,470,338,201,114,62,32,0
37,82,134,113,94,49,20,21,0
14,28,52,48,41,36,20,11,0
0,0,0,0,0,0,0,0,0
