502084,138155,30398,6529,1371,263,65,17,0
116681,72205,26060,7952,2160,559,152,46,0
23462,23693,12462,5114,1758,564,165,53,0
4621,6278,4623,2440,1014,409,128,66,0
952,1633,1496,954,521,229,105,49,0
187,432,434,365,192,114,44,33,0
32,87,111,112,87,40,27,21,0
8,33,33,36,32,23,18,13,0
0,0,0,0,0,0,0,0,0
