578302,134121,24543,4289,718,137,22,1,0
121016,56438,16442,4076,912,155,36,12,0
20951,15302,6323,2113,537,141,33,13,0
3538,3569,2003,776,270,91,17,7,0
585,766,544,306,105,38,16,4,0
127,161,122,86,44,20,5,3,0
16,30,24,24,19,3,1,1,0
2,14,11,10,4,2,1,2,0
0,0,0,0,0,0,0,0,0
