588836,142404,25437,4178,681,124,25,1,1
115799,53098,14774,3437,681,151,29,11,0
18947,13308,5253,1645,417,105,41,6,0
3142,2944,1509,596,190,54,14,6,1
458,599,385,164,75,23,7,0,1
73,110,92,36,22,10,5,3,0
13,25,14,13,6,4,0,1,0
5,4,2,3,1,0,1,0,0
0,0,0,0,0,0,0,0,0
