592135,141647,24886,3998,625,105,15,3,0
116458,52310,14329,3172,719,156,22,3,0
18823,12850,5165,1511,428,90,21,3,3
3127,2885,1478,564,159,52,19,5,0
513,588,389,171,65,22,11,4,0
75,134,78,50,19,7,3,0,0
12,28,23,8,6,1,2,0,0
3,9,6,4,3,0,0,0,0
0,0,0,0,0,0,0,0,0
