499632,139689,31125,6472,1429,291,65,18,0
116129,71969,26472,7901,2154,543,144,59,0
23307,23299,12925,5108,1742,567,165,79,0
4666,6601,4746,2479,1096,405,129,78,0
918,1605,1573,1039,467,236,90,45,0
191,400,429,365,205,119,45,37,0
48,87,134,103,79,37,16,24,0
8,26,51,43,32,26,19,19,0
0,0,0,0,0,0,0,0,0
