595026,134389,23451,3993,675,105,21,4,0
117969,53305,14795,3547,778,152,35,4,0
19043,13642,5704,1862,459,122,26,4,0
3076,3070,1545,633,172,61,19,9,0
502,612,395,176,83,41,10,7,0
90,124,90,50,20,9,2,0,0
12,19,20,14,2,4,1,1,0
1,5,6,3,2,2,1,0,0
0,0,0,0,0,0,0,0,0
